Plataforma,Ventas_europeas,Calificacion_critica
PS2,400000.0,95.0
PS2,5490000.0,95.0
PS2,5090000.0,95.0
PS2,4510000.0,97.0
PS2,10000.0,89.0
PS2,2069999.9999999998,92.0
PS2,2830000.0,85.0
PS2,3020000.0,82.0
PS2,2750000.0,88.0
PS2,1200000.0,85.0
PS2,2009999.9999999998,96.0
PS2,2290000.0,66.0
PS2,1080000.0,85.0
PS2,260000.0,94.0
PS2,750000.0,89.0
PS2,2230000.0,68.0
PS2,630000.0,92.0
PS2,10000.0,82.0
PS2,260000.0,88.0
PS2,1950000.0,82.0
PS2,260000.0,91.0
PS2,240000.0,84.0
PS2,1510000.0,76.0
PS2,1290000.0,94.0
PS2,1290000.0,97.0
PS2,2390000.0,86.0
PS2,1790000.0,82.0
PS2,580000.0,87.0
PS2,2550000.0,80.0
PS2,2300000.0,80.0
PS2,210000.0,95.0
PS2,40000.0,93.0
PS2,1510000.0,85.0
PS2,1350000.0,61.0
PS2,1170000.0,90.0
PS2,1940000.0,88.0
PS2,1890000.0,91.0
PS2,2480000.0,81.0
PS2,1180000.0,94.0
PS2,810000.0,82.0
PS2,1090000.0,90.0
PS2,830000.0,96.0
PS2,1220000.0,82.0
PS2,1170000.0,64.0
PS2,1020000.0,84.0
PS2,1400000.0,78.0
PS2,1770000.0,72.0
PS2,1130000.0,72.0
PS2,2360000.0,84.0
PS2,1270000.0,79.0
PS2,1200000.0,80.0
PS2,2280000.0,88.0
PS2,1290000.0,77.0
PS2,1390000.0,60.0
PS2,1050000.0,80.0
PS2,1280000.0,85.0
PS2,1050000.0,77.0
PS2,1120000.0,62.0
PS2,560000.0,89.0
PS2,280000.0,67.0
PS2,160000.0,94.0
PS2,1260000.0,93.0
PS2,860000.0,94.0
PS2,1370000.0,64.0
PS2,1150000.0,85.0
PS2,510000.0,87.0
PS2,1140000.0,73.0
PS2,1240000.0,93.0
PS2,320000.0,85.0
PS2,1120000.0,76.0
PS2,220000.0,89.0
PS2,740000.0,87.0
PS2,1120000.0,83.0
PS2,480000.0,86.0
PS2,640000.0,84.0
PS2,1110000.0,93.0
PS2,920000.0,77.0
PS2,1110000.0,89.0
PS2,470000.0,78.0
PS2,120000.0,90.0
PS2,1220000.0,71.0
PS2,210000.0,84.0
PS2,880000.0,80.0
PS2,80000.0,78.0
PS2,1120000.0,80.0
PS2,520000.0,79.0
