Plataforma,Ventas_norteamerica,Calificacion_critica
PS2,570000.0,70.0
PS2,570000.0,57.0
PS2,970000.0,85.0
PS2,570000.0,70.0
PS2,570000.0,85.0
PS2,560000.0,73.0
PS2,560000.0,43.0
PS2,560000.0,68.0
PS2,440000.0,79.0
PS2,780000.0,91.0
PS2,950000.0,76.0
PS2,120000.0,73.0
PS2,550000.0,57.0
PS2,280000.0,71.0
PS2,920000.0,69.0
PS2,710000.0,82.0
PS2,520000.0,74.0
PS2,120000.0,76.0
PS2,50000.0,77.0
PS2,890000.0,75.0
PS2,530000.0,65.0
PS2,530000.0,88.0
PS2,640000.0,58.0
PS2,890000.0,82.0
PS2,740000.0,86.0
PS2,880000.0,75.0
PS2,520000.0,81.0
PS2,520000.0,89.0
PS2,520000.0,71.0
PS2,520000.0,63.0
PS2,510000.0,89.0
PS2,510000.0,81.0
PS2,870000.0,73.0
PS2,860000.0,79.0
PS2,500000.0,82.0
PS2,500000.0,70.0
PS2,490000.0,51.0
PS2,130000.0,72.0
PS2,300000.0,66.0
PS2,290000.0,86.0
PS2,470000.0,85.0
PS2,780000.0,75.0
PS2,380000.0,87.0
PS2,470000.0,85.0
PS2,360000.0,71.0
PS2,800000.0,60.0
PS2,360000.0,87.0
PS2,270000.0,75.0
PS2,790000.0,70.0
PS2,460000.0,79.0
PS2,750000.0,87.0
PS2,780000.0,83.0
PS2,460000.0,79.0
PS2,770000.0,83.0
PS2,450000.0,59.0
PS2,450000.0,63.0
PS2,450000.0,76.0
PS2,350000.0,63.0
PS2,440000.0,80.0
PS2,440000.0,78.0
PS2,750000.0,90.0
PS2,170000.0,70.0
PS2,740000.0,50.0
PS2,440000.0,68.0
PS2,740000.0,76.0
PS2,740000.0,83.0
PS2,440000.0,85.0
PS2,430000.0,84.0
PS2,430000.0,86.0
PS2,730000.0,68.0
PS2,720000.0,69.0
PS2,720000.0,88.0
PS2,430000.0,65.0
PS2,110000.0,55.0
PS2,100000.0,73.0
PS2,420000.0,74.0
PS2,170000.0,72.0
PS2,310000.0,65.0
PS2,420000.0,86.0
PS2,320000.0,64.0
PS2,410000.0,68.0
PS2,410000.0,62.0
PS2,240000.0,83.0
PS2,410000.0,86.0
PS2,240000.0,75.0
PS2,690000.0,83.0
PS2,410000.0,77.0
PS2,690000.0,81.0
PS2,340000.0,90.0
PS2,400000.0,75.0
PS2,400000.0,70.0
PS2,670000.0,75.0
PS2,30000.0,75.0
PS2,390000.0,80.0
PS2,660000.0,73.0
PS2,610000.0,71.0
PS2,640000.0,70.0
PS2,280000.0,78.0
PS2,650000.0,83.0
PS2,650000.0,81.0
PS2,640000.0,53.0
PS2,380000.0,84.0
PS2,380000.0,81.0
PS2,100000.0,45.0
PS2,370000.0,66.0
PS2,370000.0,65.0
PS2,210000.0,67.0
PS2,370000.0,69.0
PS2,300000.0,78.0
PS2,220000.0,81.0
PS2,620000.0,76.0
PS2,360000.0,79.0
PS2,360000.0,74.0
PS2,470000.0,86.0
PS2,360000.0,64.0
PS2,600000.0,74.0
PS2,590000.0,68.0
PS2,600000.0,79.0
PS2,50000.0,66.0
PS2,350000.0,93.0
PS2,350000.0,66.0
PS2,350000.0,85.0
PS2,350000.0,49.0
PS2,340000.0,73.0
PS2,340000.0,84.0
PS2,340000.0,66.0
PS2,340000.0,65.0
PS2,160000.0,58.0
PS2,340000.0,90.0
PS2,580000.0,77.0
PS2,340000.0,78.0
PS2,570000.0,85.0
PS2,230000.0,76.0
PS2,330000.0,74.0
PS2,220000.0,74.0
PS2,550000.0,65.0
PS2,320000.0,61.0
PS2,320000.0,74.0
PS2,550000.0,69.0
PS2,320000.0,78.0
PS2,170000.0,63.0
PS2,240000.0,73.0
PS2,180000.0,74.0
PS2,320000.0,60.0
PS2,320000.0,47.0
PS2,190000.0,63.0
PS2,320000.0,77.0
PS2,540000.0,68.0
PS2,320000.0,60.0
PS2,320000.0,64.0
PS2,540000.0,60.0
PS2,310000.0,58.0
PS2,150000.0,81.0
PS2,310000.0,63.0
PS2,530000.0,82.0
PS2,80000.0,73.0
PS2,530000.0,78.0
PS2,120000.0,82.0
PS2,220000.0,89.0
PS2,310000.0,82.0
PS2,110000.0,93.0
PS2,160000.0,78.0
PS2,300000.0,71.0
PS2,300000.0,48.0
PS2,300000.0,68.0
PS2,20000.0,58.0
PS2,300000.0,72.0
PS2,300000.0,81.0
PS2,500000.0,75.0
PS2,500000.0,45.0
PS2,300000.0,51.0
PS2,500000.0,72.0
PS2,130000.0,61.0
PS2,290000.0,63.0
PS2,500000.0,52.0
PS2,290000.0,87.0
PS2,290000.0,81.0
PS2,290000.0,71.0
PS2,290000.0,62.0
PS2,210000.0,73.0
PS2,130000.0,77.0
PS2,290000.0,81.0
PS2,220000.0,58.0
PS2,60000.0,58.0
PS2,490000.0,73.0
PS2,280000.0,38.0
PS2,280000.0,84.0
PS2,280000.0,77.0
PS2,280000.0,78.0
PS2,280000.0,52.0
PS2,480000.0,78.0
PS2,470000.0,73.0
PS2,110000.0,57.0
PS2,470000.0,77.0
PS2,190000.0,58.0
PS2,280000.0,73.0
PS2,230000.0,83.0
PS2,280000.0,66.0
PS2,280000.0,78.0
PS2,280000.0,63.0
PS2,280000.0,55.0
PS2,280000.0,81.0
PS2,270000.0,77.0
PS2,270000.0,67.0
PS2,150000.0,56.0
PS2,270000.0,64.0
PS2,270000.0,56.0
PS2,270000.0,91.0
PS2,270000.0,59.0
PS2,270000.0,76.0
PS2,270000.0,80.0
PS2,340000.0,94.0
PS2,210000.0,67.0
PS2,270000.0,68.0
PS2,450000.0,76.0
PS2,270000.0,41.0
PS2,360000.0,47.0
PS2,270000.0,66.0
PS2,140000.0,75.0
PS2,260000.0,89.0
PS2,450000.0,58.0
PS2,260000.0,59.0
PS2,260000.0,80.0
PS2,260000.0,83.0
PS2,260000.0,81.0
PS2,450000.0,78.0
PS2,260000.0,75.0
PS2,440000.0,78.0
PS2,260000.0,58.0
PS2,260000.0,78.0
PS2,260000.0,71.0
PS2,260000.0,63.0
PS2,260000.0,69.0
PS2,260000.0,68.0
PS2,440000.0,84.0
PS2,260000.0,66.0
PS2,130000.0,46.0
PS2,180000.0,87.0
PS2,260000.0,86.0
PS2,170000.0,78.0
PS2,250000.0,82.0
PS2,250000.0,81.0
PS2,250000.0,68.0
PS2,250000.0,80.0
PS2,130000.0,74.0
PS2,250000.0,47.0
PS2,250000.0,53.0
PS2,250000.0,74.0
PS2,150000.0,75.0
PS2,420000.0,76.0
PS2,250000.0,71.0
PS2,250000.0,76.0
PS2,220000.0,78.0
PS2,420000.0,55.0
PS2,250000.0,51.0
PS2,250000.0,44.0
PS2,250000.0,83.0
PS2,250000.0,73.0
PS2,250000.0,75.0
PS2,240000.0,81.0
PS2,240000.0,65.0
PS2,110000.0,68.0
PS2,240000.0,80.0
PS2,240000.0,67.0
PS2,410000.0,64.0
PS2,240000.0,50.0
PS2,410000.0,69.0
PS2,120000.0,77.0
PS2,240000.0,57.0
PS2,70000.0,72.0
PS2,400000.0,56.0
PS2,240000.0,81.0
PS2,230000.0,82.0
PS2,230000.0,80.0
PS2,140000.0,72.0
PS2,230000.0,61.0
PS2,230000.0,90.0
PS2,50000.0,75.0
PS2,40000.0,84.0
PS2,230000.0,54.0
PS2,230000.0,58.0
PS2,230000.0,69.0
PS2,230000.0,79.0
PS2,390000.0,46.0
PS2,230000.0,62.0
PS2,230000.0,76.0
PS2,200000.0,83.0
PS2,130000.0,71.0
PS2,230000.0,76.0
PS2,380000.0,71.0
PS2,380000.0,49.0
PS2,380000.0,82.0
PS2,220000.0,80.0
PS2,220000.0,72.0
PS2,220000.0,58.0
PS2,140000.0,70.0
PS2,220000.0,46.0
PS2,380000.0,66.0
PS2,220000.0,75.0
PS2,220000.0,75.0
PS2,220000.0,86.0
PS2,40000.0,72.0
PS2,220000.0,73.0
PS2,370000.0,70.0
PS2,220000.0,47.0
PS2,220000.0,78.0
PS2,220000.0,64.0
PS2,220000.0,56.0
PS2,370000.0,80.0
PS2,360000.0,75.0
PS2,210000.0,73.0
PS2,210000.0,73.0
PS2,360000.0,68.0
PS2,210000.0,51.0
PS2,210000.0,81.0
PS2,210000.0,51.0
PS2,150000.0,64.0
PS2,210000.0,68.0
PS2,360000.0,71.0
PS2,210000.0,74.0
PS2,90000.0,71.0
PS2,70000.0,57.0
PS2,210000.0,46.0
PS2,210000.0,54.0
PS2,350000.0,39.0
PS2,210000.0,81.0
PS2,210000.0,64.0
PS2,210000.0,78.0
PS2,210000.0,55.0
PS2,210000.0,64.0
PS2,350000.0,47.0
PS2,350000.0,84.0
PS2,200000.0,70.0
PS2,200000.0,75.0
PS2,180000.0,70.0
PS2,200000.0,54.0
PS2,200000.0,77.0
PS2,150000.0,82.0
PS2,200000.0,65.0
PS2,340000.0,70.0
PS2,200000.0,52.0
PS2,200000.0,58.0
PS2,110000.0,75.0
PS2,340000.0,50.0
PS2,200000.0,59.0
PS2,340000.0,69.0
PS2,200000.0,50.0
PS2,200000.0,73.0
PS2,200000.0,60.0
PS2,200000.0,59.0
PS2,200000.0,67.0
PS2,200000.0,61.0
PS2,330000.0,66.0
PS2,330000.0,81.0
PS2,190000.0,73.0
PS2,190000.0,76.0
PS2,330000.0,71.0
PS2,190000.0,66.0
PS2,190000.0,36.0
PS2,190000.0,66.0
PS2,160000.0,62.0
PS2,190000.0,67.0
PS2,190000.0,79.0
PS2,190000.0,68.0
PS2,190000.0,66.0
PS2,190000.0,65.0
PS2,190000.0,76.0
PS2,70000.0,82.0
PS2,190000.0,38.0
PS2,190000.0,51.0
PS2,100000.0,70.0
PS2,190000.0,74.0
PS2,190000.0,60.0
PS2,190000.0,70.0
PS2,190000.0,60.0
PS2,70000.0,68.0
PS2,190000.0,63.0
PS2,320000.0,50.0
PS2,210000.0,49.0
PS2,320000.0,53.0
PS2,120000.0,56.0
PS2,180000.0,78.0
PS2,90000.0,72.0
PS2,180000.0,51.0
PS2,180000.0,84.0
PS2,310000.0,62.0
PS2,170000.0,59.0
PS2,90000.0,81.0
PS2,300000.0,71.0
PS2,80000.0,48.0
PS2,180000.0,58.0
PS2,180000.0,83.0
PS2,180000.0,53.0
PS2,180000.0,50.0
PS2,110000.0,77.0
PS2,180000.0,60.0
PS2,140000.0,70.0
PS2,180000.0,51.0
PS2,180000.0,59.0
PS2,180000.0,72.0
PS2,170000.0,45.0
PS2,80000.0,76.0
PS2,170000.0,63.0
PS2,170000.0,63.0
PS2,150000.0,71.0
PS2,170000.0,56.0
PS2,170000.0,65.0
PS2,170000.0,66.0
PS2,90000.0,87.0
PS2,170000.0,70.0
PS2,170000.0,85.0
PS2,170000.0,83.0
PS2,170000.0,81.0
PS2,100000.0,59.0
PS2,170000.0,35.0
PS2,110000.0,62.0
PS2,80000.0,77.0
PS2,170000.0,65.0
PS2,70000.0,72.0
PS2,170000.0,75.0
PS2,170000.0,65.0
PS2,170000.0,60.0
PS2,40000.0,52.0
PS2,160000.0,69.0
PS2,160000.0,67.0
PS2,120000.0,91.0
PS2,160000.0,77.0
PS2,160000.0,59.0
PS2,160000.0,79.0
PS2,160000.0,78.0
PS2,50000.0,59.0
PS2,90000.0,84.0
PS2,100000.0,69.0
PS2,160000.0,84.0
PS2,160000.0,66.0
PS2,160000.0,69.0
PS2,160000.0,77.0
PS2,80000.0,85.0
PS2,160000.0,74.0
PS2,160000.0,79.0
PS2,160000.0,59.0
PS2,160000.0,82.0
PS2,160000.0,68.0
PS2,160000.0,78.0
PS2,160000.0,72.0
PS2,160000.0,64.0
PS2,80000.0,72.0
PS2,150000.0,52.0
PS2,100000.0,87.0
PS2,150000.0,59.0
PS2,150000.0,73.0
PS2,150000.0,52.0
PS2,150000.0,49.0
PS2,150000.0,59.0
PS2,150000.0,54.0
PS2,150000.0,78.0
PS2,150000.0,65.0
PS2,150000.0,61.0
PS2,150000.0,62.0
PS2,50000.0,77.0
PS2,150000.0,90.0
PS2,150000.0,73.0
PS2,100000.0,62.0
PS2,150000.0,55.0
PS2,150000.0,74.0
PS2,20000.0,68.0
PS2,140000.0,77.0
PS2,140000.0,71.0
PS2,20000.0,67.0
PS2,140000.0,66.0
PS2,140000.0,68.0
PS2,140000.0,58.0
PS2,140000.0,76.0
PS2,140000.0,30.0
PS2,70000.0,81.0
PS2,60000.0,79.0
PS2,140000.0,60.0
PS2,140000.0,76.0
PS2,140000.0,84.0
PS2,140000.0,48.0
PS2,140000.0,75.0
PS2,90000.0,73.0
PS2,140000.0,69.0
PS2,140000.0,66.0
PS2,140000.0,90.0
PS2,140000.0,56.0
PS2,140000.0,58.0
PS2,140000.0,70.0
PS2,140000.0,64.0
PS2,120000.0,69.0
PS2,140000.0,46.0
PS2,140000.0,71.0
PS2,140000.0,76.0
PS2,140000.0,57.0
PS2,140000.0,82.0
PS2,140000.0,54.0
PS2,50000.0,65.0
PS2,110000.0,55.0
PS2,140000.0,65.0
PS2,140000.0,55.0
PS2,140000.0,57.0
PS2,130000.0,65.0
PS2,130000.0,61.0
PS2,130000.0,81.0
PS2,130000.0,65.0
PS2,130000.0,62.0
PS2,130000.0,67.0
PS2,130000.0,70.0
PS2,130000.0,75.0
PS2,130000.0,61.0
PS2,130000.0,71.0
PS2,60000.0,77.0
PS2,130000.0,56.0
PS2,130000.0,75.0
PS2,130000.0,52.0
PS2,130000.0,66.0
PS2,110000.0,46.0
PS2,130000.0,53.0
PS2,130000.0,56.0
PS2,130000.0,50.0
PS2,130000.0,59.0
PS2,60000.0,73.0
PS2,130000.0,44.0
PS2,130000.0,67.0
PS2,130000.0,64.0
PS2,130000.0,78.0
PS2,130000.0,77.0
PS2,130000.0,58.0
PS2,130000.0,73.0
PS2,120000.0,56.0
PS2,120000.0,46.0
PS2,120000.0,56.0
PS2,120000.0,77.0
PS2,120000.0,83.0
PS2,120000.0,38.0
PS2,120000.0,87.0
PS2,30000.0,64.0
PS2,120000.0,43.0
PS2,120000.0,51.0
PS2,120000.0,67.0
PS2,120000.0,77.0
PS2,120000.0,43.0
PS2,120000.0,73.0
PS2,120000.0,63.0
PS2,120000.0,63.0
PS2,120000.0,84.0
PS2,120000.0,78.0
PS2,120000.0,83.0
PS2,120000.0,61.0
PS2,120000.0,46.0
PS2,120000.0,85.0
PS2,120000.0,56.0
PS2,110000.0,76.0
PS2,110000.0,73.0
PS2,110000.0,35.0
PS2,110000.0,47.0
PS2,110000.0,90.0
PS2,110000.0,53.0
PS2,110000.0,73.0
PS2,110000.0,70.0
PS2,110000.0,74.0
PS2,110000.0,55.0
PS2,60000.0,87.0
PS2,110000.0,58.0
PS2,110000.0,73.0
PS2,110000.0,61.0
PS2,110000.0,39.0
PS2,110000.0,62.0
PS2,110000.0,55.0
PS2,110000.0,61.0
PS2,110000.0,51.0
PS2,110000.0,74.0
PS2,110000.0,58.0
PS2,110000.0,66.0
PS2,30000.0,61.0
PS2,70000.0,50.0
PS2,110000.0,66.0
PS2,110000.0,59.0
PS2,110000.0,69.0
PS2,110000.0,67.0
PS2,110000.0,60.0
PS2,110000.0,61.0
PS2,110000.0,60.0
PS2,110000.0,69.0
PS2,110000.0,67.0
PS2,110000.0,52.0
PS2,110000.0,63.0
PS2,30000.0,66.0
PS2,100000.0,64.0
PS2,100000.0,76.0
PS2,100000.0,56.0
PS2,100000.0,47.0
PS2,100000.0,60.0
PS2,100000.0,65.0
PS2,100000.0,85.0
PS2,100000.0,84.0
PS2,100000.0,63.0
PS2,100000.0,83.0
PS2,100000.0,76.0
PS2,90000.0,78.0
PS2,100000.0,81.0
PS2,100000.0,85.0
PS2,100000.0,69.0
PS2,100000.0,64.0
PS2,100000.0,78.0
PS2,100000.0,68.0
PS2,100000.0,89.0
PS2,40000.0,68.0
PS2,100000.0,57.0
PS2,60000.0,68.0
PS2,100000.0,67.0
PS2,100000.0,70.0
PS2,90000.0,75.0
PS2,100000.0,51.0
PS2,100000.0,45.0
PS2,100000.0,37.0
PS2,100000.0,53.0
PS2,100000.0,78.0
PS2,100000.0,77.0
PS2,100000.0,71.0
PS2,100000.0,62.0
PS2,100000.0,59.0
PS2,100000.0,47.0
PS2,100000.0,51.0
PS2,100000.0,57.0
PS2,70000.0,70.0
PS2,100000.0,57.0
PS2,70000.0,75.0
PS2,100000.0,76.0
PS2,90000.0,57.0
PS2,90000.0,78.0
PS2,90000.0,62.0
PS2,90000.0,51.0
PS2,90000.0,66.0
PS2,90000.0,64.0
PS2,90000.0,79.0
PS2,90000.0,69.0
PS2,90000.0,83.0
PS2,90000.0,62.0
PS2,90000.0,52.0
PS2,90000.0,65.0
PS2,90000.0,76.0
PS2,90000.0,58.0
PS2,110000.0,64.0
PS2,90000.0,68.0
PS2,90000.0,49.0
PS2,90000.0,59.0
PS2,90000.0,79.0
PS2,90000.0,68.0
PS2,90000.0,79.0
PS2,90000.0,77.0
PS2,90000.0,36.0
PS2,90000.0,72.0
PS2,40000.0,55.0
PS2,90000.0,72.0
PS2,90000.0,86.0
PS2,90000.0,48.0
PS2,90000.0,69.0
PS2,90000.0,59.0
PS2,90000.0,67.0
PS2,90000.0,73.0
PS2,50000.0,59.0
PS2,40000.0,67.0
PS2,90000.0,56.0
PS2,90000.0,54.0
PS2,90000.0,63.0
PS2,90000.0,53.0
PS2,90000.0,75.0
PS2,90000.0,78.0
PS2,90000.0,54.0
PS2,90000.0,68.0
PS2,90000.0,49.0
PS2,80000.0,73.0
PS2,80000.0,66.0
PS2,80000.0,80.0
PS2,80000.0,52.0
PS2,80000.0,68.0
PS2,80000.0,65.0
PS2,80000.0,71.0
PS2,80000.0,48.0
PS2,50000.0,71.0
PS2,80000.0,46.0
PS2,40000.0,48.0
PS2,80000.0,68.0
PS2,80000.0,56.0
PS2,70000.0,72.0
PS2,80000.0,49.0
PS2,80000.0,72.0
PS2,80000.0,65.0
PS2,80000.0,71.0
PS2,80000.0,68.0
PS2,80000.0,83.0
PS2,60000.0,71.0
PS2,80000.0,69.0
PS2,80000.0,73.0
PS2,80000.0,67.0
PS2,80000.0,81.0
PS2,80000.0,68.0
PS2,80000.0,83.0
PS2,80000.0,61.0
PS2,80000.0,73.0
PS2,80000.0,32.0
PS2,60000.0,77.0
PS2,80000.0,66.0
PS2,80000.0,38.0
PS2,80000.0,64.0
PS2,80000.0,77.0
PS2,80000.0,36.0
PS2,80000.0,74.0
PS2,80000.0,48.0
PS2,70000.0,70.0
PS2,70000.0,57.0
PS2,70000.0,49.0
PS2,50000.0,67.0
PS2,70000.0,83.0
PS2,70000.0,54.0
PS2,70000.0,64.0
PS2,70000.0,83.0
PS2,70000.0,52.0
PS2,70000.0,52.0
PS2,70000.0,69.0
PS2,70000.0,35.0
PS2,70000.0,54.0
PS2,70000.0,76.0
PS2,70000.0,63.0
PS2,70000.0,74.0
PS2,70000.0,69.0
PS2,110000.0,50.0
PS2,70000.0,58.0
PS2,70000.0,76.0
PS2,70000.0,59.0
PS2,70000.0,81.0
PS2,70000.0,44.0
PS2,70000.0,79.0
PS2,70000.0,67.0
PS2,70000.0,68.0
PS2,70000.0,72.0
PS2,70000.0,64.0
PS2,70000.0,54.0
PS2,70000.0,78.0
PS2,70000.0,65.0
PS2,70000.0,62.0
PS2,70000.0,68.0
PS2,70000.0,67.0
PS2,70000.0,71.0
PS2,70000.0,54.0
PS2,70000.0,76.0
PS2,70000.0,77.0
PS2,70000.0,65.0
PS2,70000.0,49.0
PS2,70000.0,59.0
PS2,70000.0,48.0
PS2,70000.0,72.0
PS2,70000.0,79.0
PS2,60000.0,39.0
PS2,60000.0,65.0
PS2,60000.0,57.0
PS2,60000.0,54.0
PS2,60000.0,58.0
PS2,60000.0,73.0
PS2,60000.0,77.0
PS2,60000.0,48.0
PS2,60000.0,66.0
PS2,60000.0,62.0
PS2,60000.0,59.0
PS2,60000.0,78.0
PS2,60000.0,58.0
PS2,60000.0,53.0
PS2,60000.0,52.0
PS2,60000.0,63.0
PS2,60000.0,57.0
PS2,50000.0,60.0
PS2,60000.0,74.0
PS2,60000.0,70.0
PS2,60000.0,59.0
PS2,60000.0,79.0
PS2,60000.0,49.0
PS2,60000.0,78.0
PS2,60000.0,77.0
PS2,60000.0,67.0
PS2,60000.0,53.0
PS2,60000.0,43.0
PS2,60000.0,66.0
PS2,60000.0,69.0
PS2,60000.0,65.0
PS2,60000.0,65.0
PS2,60000.0,39.0
PS2,60000.0,68.0
PS2,60000.0,63.0
PS2,50000.0,81.0
PS2,60000.0,67.0
PS2,60000.0,68.0
PS2,50000.0,61.0
PS2,60000.0,69.0
PS2,60000.0,68.0
PS2,60000.0,54.0
PS2,60000.0,81.0
PS2,60000.0,73.0
PS2,60000.0,82.0
PS2,60000.0,39.0
PS2,60000.0,68.0
PS2,50000.0,66.0
PS2,50000.0,68.0
PS2,50000.0,63.0
PS2,50000.0,56.0
PS2,50000.0,59.0
PS2,50000.0,67.0
PS2,50000.0,71.0
PS2,50000.0,60.0
PS2,50000.0,73.0
PS2,50000.0,64.0
PS2,50000.0,58.0
PS2,50000.0,78.0
PS2,50000.0,73.0
PS2,50000.0,57.0
PS2,50000.0,79.0
PS2,50000.0,59.0
PS2,50000.0,24.0
PS2,50000.0,67.0
PS2,50000.0,70.0
PS2,20000.0,69.0
PS2,50000.0,54.0
PS2,50000.0,84.0
PS2,50000.0,78.0
PS2,20000.0,71.0
PS2,50000.0,72.0
PS2,50000.0,51.0
PS2,50000.0,66.0
PS2,40000.0,57.0
