,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,190239.1326848045,184248.51690465573,118999.9567518733,180600.0,174005.57936507938,180993.523515625,174720.0,168124.92894883276,178172.27930552233,200344.72521176963
Error Cuadrado Promedio,66924370172.86299,69467800835.25148,54535755107.573456,79253833333.33331,75764423513.97688,79250009890.23128,68992320000.0,81679375132.4197,76968351707.13377,78139366475.35944
Raíz del Error Cuadrado Promedio,258697.44910389624,263567.4502575223,233528.9170693288,281520.57355250843,275253.3805677541,281513.78277134366,262663.8916943096,285796.0376429661,277431.7063839924,279534.1955385055
R2,-0.2527623772938916,-0.30037304938338383,-0.020858949282787087,-0.48355853629803547,-0.41824000839320097,-0.48348696497569654,-0.2914724874507313,-0.5289624377856474,-0.4407764318433529,-0.46269674638795655
