,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,445146.05566567346,435797.04466038017,436667.0375932118,801666.6666666666,709796.9246031746,964998.5130208334,455166.6666666667,582163.2893344072,796780.2272957257,435833.3333333333
Error Cuadrado Promedio,362787786703.951,380804365340.1291,432376176491.2386,1220466666666.6667,822875330487.174,1514344944349.96,438981000000.0,688639000915.8712,1189925757225.3955,349764053254.4379
Raíz del Error Cuadrado Promedio,602318.6753737186,617093.4818486816,657553.1738888031,1104747.3315951782,907124.7601555003,1230587.2355708717,662556.4126925344,829842.7567412221,1090837.1818128475,591408.5332952492
R2,-0.03737013444074977,-0.08888747126120355,-0.23635400301310305,-2.4898519643761357,-1.3529631467777294,-3.3301794494860797,-0.2552401036547225,-0.9691223330629861,-2.40252204728913,-0.00012954196604519908
