,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,216993.41275711998,217841.73474709675,213888.49896511357,336944.4444444444,317127.6058201058,336944.3503689236,298555.55555555556,273547.187170402,331902.3120690352,232317.0731707317
Error Cuadrado Promedio,62162059923.872055,65296373388.3226,92716443763.32045,189385339506.17285,147462402509.83557,189383477562.39725,115507333333.33333,143854192980.7719,180784378702.84332,69035802101.92345
Raíz del Error Cuadrado Promedio,249323.2037413928,255531.55067099366,304493.7499577298,435184.2592582742,384008.336510857,435182.11999391386,339863.69816932984,379281.1529469556,425187.46301230864,262746.6500298785
R2,0.09955571681273356,0.0541538327014649,-0.343037728260265,-1.7433284303425092,-1.1360565831900464,-1.743301459282824,-0.6731736061124944,-1.083790109926996,-1.6187397987115668,-1.3407117676056401e-05
