,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,78806.95305188668,100294.09783089085,55927.62174970247,88740.74074074076,82302.97155519377,125276.04361979167,70814.81481481482,86801.74152459632,83122.55936703553,79958.5291958006
Error Cuadrado Promedio,11402932215.819645,19906468412.596176,9796351053.899746,18777456790.123455,16635217858.994223,38945262469.096634,14114962962.962963,17280473992.329937,17426320669.636818,13476790098.669846
Raíz del Error Cuadrado Promedio,106784.51299612527,141090.28461448426,98976.51768929712,137030.86072167632,128977.5866536284,197345.5407884775,118806.40960387181,131455.2166797877,132008.79012261576,116089.57790719133
R2,-0.16991831358298204,-1.0423643247083358,-0.005086260913236718,-0.9265299631266357,-0.7067404817753802,-2.9957069749727587,-0.4481673093703378,-0.7729424860540606,-0.7879060669582625,-0.3826920344991578
