,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,167276.54630483335,163733.35390662646,148069.79889361386,182965.49890438782,182969.27898568698,178073.0054976852,184962.96296296295,206449.00307539423,178404.84083008702,168811.86441027152
Error Cuadrado Promedio,80192890776.39185,79711097665.46455,96823326998.4986,102694166281.8017,101013231700.56479,101288462356.86218,98028474074.07408,129899157418.41963,98686945644.30214,82929153979.7418
Raíz del Error Cuadrado Promedio,283183.4931213185,282331.5385596596,311164.46937029716,320459.3051883526,317825.7882874906,318258.4835583526,313094.9920935723,360415.25691682316,314144.7845250692,287974.22450584325
R2,0.08148760206771444,0.08700595838759106,-0.10899389454799469,-0.17623724512152572,-0.15698417620193328,-0.16013660988592537,-0.12279739407932455,-0.4878374555977618,-0.13033938807760648,0.050147022473310376
