,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,190351.4370361389,190057.7292724233,129441.88126904023,235092.5925925926,220080.1124338624,235084.01627604166,180000.0,235706.60224347666,227267.31634894974,187598.37548452907
Error Cuadrado Promedio,50276669612.66156,52795148087.2318,47082121352.972534,92292129629.62962,83217922436.43471,92288289482.28336,60210666666.666664,98262836569.67111,88987573620.03865,54691776196.19238
Raíz del Error Cuadrado Promedio,224224.59635968032,229771.94799894915,216984.15000403262,303796.1975233226,288475.16779860744,303789.87718863075,245378.6190088017,313469.0360620505,298307.8504163755,233862.7293866904
R2,-0.1770907336928762,-0.23605402020847754,-0.10229912192176394,-1.160767835593869,-0.9483200882588099,-1.1606779290449243,-0.40966810945956667,-1.3005556112533103,-1.0834006931831666,-0.28045838090934483
