,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,334542.31398937595,317654.984160711,294496.81243100006,387005.55555555556,337453.7751808377,389391.31080729165,276300.0,354734.1193185326,368001.5918509038,281088.11293671286
Error Cuadrado Promedio,253435060581.0646,234733428445.12772,354395645959.27057,475383080555.55554,347032733871.76135,476251804421.34576,246220200000.0,422605844488.17993,455400551354.20825,253643347345.26575
Raíz del Error Cuadrado Promedio,503423.3413153035,484492.9601605453,595311.3857127802,689480.297438263,589094.8428494018,690109.9944366447,496205.8040773002,650081.4137384485,674833.7212634,503630.1692167237
R2,0.14610349143560575,0.20911473521820867,-0.1940621161145466,-0.6017040096436599,-0.1692543215261586,-0.6046309932827985,0.17041245739250555,-0.42388213485536186,-0.5343770507051644,0.1454017126828011
