,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,200972.27402389375,202677.37473703423,194706.02254584237,232811.27450980392,230728.8105603547,234840.29971852023,213147.0588235294,243221.89974325593,228748.5682683818,228238.16017289503
Error Cuadrado Promedio,140543138846.86108,138020595320.64362,161872957920.49585,161656579894.4578,158754356269.45468,161945055193.68582,161757235294.11765,205762659182.61707,157462995100.2891,149270794216.8218
Raíz del Error Cuadrado Promedio,374890.8359067491,371511.23175570834,402334.38570484606,402065.3925600384,398439.90295834414,402423.9744270784,402190.5460029085,453610.6912128693,396816.07212950574,386355.78708856145
R2,0.041407194543900516,0.05861253160640001,-0.10407561787532171,-0.10259978333284092,-0.08280478864594909,-0.10456736672866285,-0.10328631661177523,-0.40343104858994283,-0.07399689139700305,-0.018120917000987724
