,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,836220.8429314193,815064.1722752907,748780.5985379575,865808.2337428181,864631.2567216629,865728.254916487,899505.7471264368,850650.0281497182,849249.4080017521,850657.9067881762
Error Cuadrado Promedio,12340358532896.297,12293790936834.04,12904600994306.287,12428814768371.994,12448375276710.465,12428742358337.242,12833646873563.219,13227825606736.975,12446717493117.426,12482901620829.252
Raíz del Error Cuadrado Promedio,3512884.6455436447,3506250.267284701,3592297.453483813,3525452.420381247,3528225.5138681917,3525442.15075744,3582407.9714018083,3637007.782056147,3527990.574408813,3533115.002491322
R2,0.01314388795034982,0.01686788970240538,-0.0319784737894675,0.006070059714695875,0.004505809603391753,0.006075850331328292,-0.026304286322081705,-0.0578266842358488,0.004638382240311878,0.0017447444666270906
