,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,24194.577713815623,23719.57289712374,21817.827478294712,27041.035353535353,26346.6736053061,26700.017633611507,26477.272727272728,33009.78003605728,26394.655372964186,24898.276805451696
Error Cuadrado Promedio,1182171974.052157,1157622162.5278149,1447650776.0355291,1485214311.1242814,1408254598.574346,1474972762.550154,1381409090.909091,2329180002.493466,1401266569.9635432,1195185020.1778822
Raíz del Error Cuadrado Promedio,34382.7278448374,34023.84696838108,38048.00620315773,38538.47831874374,37526.71846264134,38405.37413631267,37167.31212919614,48261.57894737247,37433.49529450253,34571.44804861205
R2,0.048719837996185955,0.06847478837281273,-0.16490789409567497,-0.19513483783058705,-0.13320624416639681,-0.1868935817353583,-0.1116039735649863,-0.8742643022683196,-0.1275830580861299,0.038248389765002666
