,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,327459.9318316701,316807.2555419388,329485.90508255624,403370.7482993197,391837.0579137415,403533.0350964605,369795.9183673469,418239.0934519412,393363.61885952804,356562.56525340944
Error Cuadrado Promedio,206130985984.81424,216357420940.2297,279529505921.87885,343365320294.7846,325297767628.1472,343297320526.3477,281461061224.4898,412988014005.1528,331982076592.8391,272787285645.8887
Raíz del Error Cuadrado Promedio,454016.5040885785,465142.3663140455,528705.5001812245,585973.8221924121,570348.8122440049,585915.7964471923,530529.0390020981,642641.4350204574,576178.8581619766,522290.4227016696
R2,0.13423006983680486,0.09127806126386395,-0.1740507603178416,-0.4421673090623026,-0.36628185333772323,-0.44188170350674083,-0.18216347802235489,-0.7345893065772207,-0.39435659269775747,-0.14573278789074173
