,Lineal,Polinomial,SVM,Arboles de Decisión,Bosque Aleatorio,XGBOOST,K-Nearest Neighbors,Multi-Layer Perceptron,Gradient Boosting,LIGHTGBM
Error Promedio Absoluto,335287.85295866354,318598.54458026343,179692.94440395792,248747.47474747474,242380.94112116838,247834.51325757575,288545.45454545453,215210.20867208348,245371.8378199274,288077.87414260354
Error Cuadrado Promedio,230409961043.79883,287106120491.7648,184888451305.65805,326578099326.5993,272747800936.47833,326523994674.467,320112363636.36365,225502344274.4475,319755327517.99,268433986336.05716
Raíz del Error Cuadrado Promedio,480010.3759751437,535822.8443168178,429986.5710759559,571470.1211144808,522252.62176123,571422.7810251067,565784.7325939112,474870.87115809444,565469.121630872,518106.1535400416
R2,-0.28580940509563724,-0.6022039512374111,-0.031775312601139305,-0.8224784627804185,-0.522076936580929,-0.822176530215281,-0.7863962390618562,-0.25842230876503436,-0.7844037887490141,-0.49800357030833964
